title,author,category,event_type,time,link,location,sub_category
Distributional Reward Decomposition for Reinforcement Learning,Zichuan Lin · Li Zhao · Derek Yang · Tao Qin · Tie-Yan Liu · Guangwen Yang,Reinforcement Learning and Planning,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15583,East Exhibition Hall B + C,Reinforcement Learning
Divergence-Augmented Policy Optimization,Qing Wang · Yingru Li · Jiechao Xiong · Tong Zhang,Reinforcement Learning and Planning,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15583,East Exhibition Hall B + C,Reinforcement Learning
DualDICE: Behavior-Agnostic Estimation of Discounted Stationary Distribution Corrections,Ofir Nachum · Yinlam Chow · Bo Dai · Lihong Li,Reinforcement Learning and Planning,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15583,East Exhibition Hall B + C,Reinforcement Learning
Fast Efficient Hyperparameter Tuning for Policy Gradient Methods,Supratik Paul · Vitaly Kurin · Shimon Whiteson,Reinforcement Learning and Planning,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15583,East Exhibition Hall B + C,Reinforcement Learning
Finite-Time Performance Bounds and Adaptive Learning Rate Selection for Two Time-Scale Reinforcement Learning,Harsh Gupta · R. Srikant · Lei Ying,Reinforcement Learning and Planning,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15583,East Exhibition Hall B + C,Reinforcement Learning
Fully Parameterized Quantile Function for Distributional Reinforcement Learning,Derek Yang · Li Zhao · Zichuan Lin · Tao Qin · Jiang Bian · Tie-Yan Liu,Reinforcement Learning and Planning,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15583,East Exhibition Hall B + C,Reinforcement Learning
"Intrinsically Efficient, Stable, and Bounded Off-Policy Evaluation for Reinforcement Learning",Nathan Kallus · Masatoshi Uehara,Reinforcement Learning and Planning,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15583,East Exhibition Hall B + C,Reinforcement Learning
Learning Reward Machines for Partially Observable Reinforcement Learning,Rodrigo Toro Icarte · Ethan Waldie · Toryn Klassen · Rick Valenzano · Margarita Castro · Sheila McIlraith,Reinforcement Learning and Planning,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15583,East Exhibition Hall B + C,Reinforcement Learning
Off-Policy Evaluation via Off-Policy Classification,Alexander Irpan · Kanishka Rao · Konstantinos Bousmalis · Chris Harris · Julian Ibarz · Sergey Levine,Reinforcement Learning and Planning,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15583,East Exhibition Hall B + C,Reinforcement Learning
SMILe: Scalable Meta Inverse Reinforcement Learning through Context-Conditional Policies,Seyed Kamyar Seyed Ghasemipour · Shixiang (Shane) Gu · Richard Zemel,Reinforcement Learning and Planning,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15583,East Exhibition Hall B + C,Reinforcement Learning
Variance Reduced Policy Evaluation with Smooth Function Approximation,Hoi-To Wai · Mingyi Hong · Zhuoran Yang · Zhaoran Wang · Kexin Tang,Reinforcement Learning and Planning,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15583,East Exhibition Hall B + C,Reinforcement Learning
VIREL: A Variational Inference Framework for Reinforcement Learning,Matthew Fellows · Anuj Mahajan · Tim G. J. Rudner · Shimon Whiteson,Reinforcement Learning and Planning,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15583,East Exhibition Hall B + C,Reinforcement Learning
A Robust Non-Clairvoyant Dynamic Mechanism for Contextual Auctions,Yuan Deng · Sébastien Lahaie · Vahab Mirrokni,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15584,East Exhibition Hall B + C,Game Theory and Computational Economics
Equitable Stable Matchings in Quadratic Time,Nikolaos Tziavelis · Ioannis Giannakopoulos · Katerina Doka · Nectarios Koziris · Panagiotis Karras,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15584,East Exhibition Hall B + C,Game Theory and Computational Economics
Fast and Furious Learning in Zero-Sum Games: Vanishing Regret with Non-Vanishing Step Sizes,James Bailey · Georgios Piliouras,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15584,East Exhibition Hall B + C,Game Theory and Computational Economics
Learning Auctions with Robust Incentive Guarantees,Jacob Abernethy · Rachel Cummings · Bhuvesh Kumar · Sam Taggart · Jamie Morgenstern,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15584,East Exhibition Hall B + C,Game Theory and Computational Economics
Optimal Pricing in Repeated Posted-Price Auctions with Different Patience of the Seller and the Buyer,Arsenii Vanunts · Alexey Drutsa,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15584,East Exhibition Hall B + C,Game Theory and Computational Economics
Optimistic Regret Minimization for Extensive-Form Games via Dilated Distance-Generating Functions,Gabriele Farina · Christian Kroer · Tuomas Sandholm,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15584,East Exhibition Hall B + C,Game Theory and Computational Economics
An Embedding Framework for Consistent Polyhedral Surrogates,Jessica Finocchiaro · Rafael Frongillo · Bo Waggoner,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15585,East Exhibition Hall B + C,Learning Theory
Covariate-Powered Empirical Bayes Estimation,Nikolaos Ignatiadis · Stefan Wager,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15585,East Exhibition Hall B + C,Learning Theory
Learning Bayesian Networks with Low Rank Conditional Probability Tables,Adarsh Barik · Jean Honorio,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15585,East Exhibition Hall B + C,Learning Theory
Learning to Screen,Alon Cohen · Avinatan Hassidim · Haim Kaplan · Yishay Mansour · Shay Moran,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15585,East Exhibition Hall B + C,Learning Theory
Limits of Private Learning with Access to Public Data,Raef Bassily · Shay Moran · Noga  Alon,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15585,East Exhibition Hall B + C,Learning Theory
Multiclass Performance Metric Elicitation,Gaurush Hiranandani · Shant Boodaghians · Ruta Mehta · Oluwasanmi Koyejo,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15585,East Exhibition Hall B + C,Learning Theory
On the Value of Target Data in Transfer Learning,Steve Hanneke · Samory Kpotufe,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15585,East Exhibition Hall B + C,Learning Theory
Outlier-Robust High-Dimensional Sparse Estimation via Iterative Filtering,Ilias Diakonikolas · Daniel Kane · Sushrut Karmalkar · Eric Price · Alistair Stewart,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15585,East Exhibition Hall B + C,Learning Theory
Preference-Based Batch and Sequential Teaching: Towards a Unified View of Models,Farnam Mansouri · Yuxin Chen · Ara Vartanian · Jerry Zhu · Adish Singla,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15585,East Exhibition Hall B + C,Learning Theory
Rates of Convergence for Large-scale Nearest Neighbor Classification,Xingye Qiao · Jiexin Duan · Guang Cheng,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15585,East Exhibition Hall B + C,Learning Theory
"What Can ResNet Learn Efficiently, Going Beyond Kernels?",Zeyuan Allen-Zhu · Yuanzhi Li,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15585,East Exhibition Hall B + C,Learning Theory
Faster width-dependent algorithm for mixed packing and covering LPs,Digvijay Boob · Saurabh Sawlani · Di Wang,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15586,East Exhibition Hall B + C,Regularization
First order expansion of convex regularized estimators,Pierre Bellec · Arun Kuchibhotla,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15586,East Exhibition Hall B + C,Regularization
On the number of variables to use in principal component regression,Ji Xu · Daniel Hsu,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15586,East Exhibition Hall B + C,Regularization
Implicit Regularization for Optimal Sparse Recovery,Tomas Vaskevicius · Varun Kanade · Patrick Rebeschini,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15586,East Exhibition Hall B + C,Regularization
The Convergence Rate of Neural Networks for Learned Functions of Different Frequencies,Basri Ronen · David Jacobs · Yoni Kasten · Shira Kritchman,Theory,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15586,East Exhibition Hall B + C,Regularization
Improved Regret Bounds for Bandit Combinatorial Optimization,Shinji Ito · Daisuke Hatano · Hanna Sumita · Kei Takemura · Takuro Fukunaga · Naonori Kakimura · Ken-Ichi Kawarabayashi,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15587,East Exhibition Hall B + C,Bandit Algorithms
Learning in Generalized  Linear Contextual Bandits with Stochastic Delays,Zhengyuan Zhou · Renyuan Xu · Jose Blanchet,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15587,East Exhibition Hall B + C,Bandit Algorithms
Low-Rank Bandit Methods for High-Dimensional Dynamic Pricing,Jonas Mueller · Vasilis Syrgkanis · Matt Taddy,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15587,East Exhibition Hall B + C,Bandit Algorithms
MaxGap Bandit: Adaptive Algorithms for Approximate Ranking,Sumeet Katariya · Ardhendu Tripathy · Robert Nowak,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15587,East Exhibition Hall B + C,Bandit Algorithms
Model Selection for Contextual Bandits,Dylan Foster · Akshay Krishnamurthy · Haipeng Luo,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15587,East Exhibition Hall B + C,Bandit Algorithms
No-Regret Learning in Unknown Games with Correlated Payoffs,Pier Giuseppe Sessa · Ilija Bogunovic · Maryam Kamgarpour · Andreas Krause,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15587,East Exhibition Hall B + C,Bandit Algorithms
Nonparametric Contextual Bandits in Metric Spaces with Unknown Metric,Nirandika Wanigasekara · Christina Yu,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15587,East Exhibition Hall B + C,Bandit Algorithms
Pure Exploration with Multiple Correct Answers,Rémy Degenne · Wouter Koolen,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15587,East Exhibition Hall B + C,Bandit Algorithms
Recovering Bandits,Ciara Pike-Burke · Steffen Grunewalder,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15587,East Exhibition Hall B + C,Bandit Algorithms
Sequential Experimental Design for Transductive Linear Bandits,Lalit Jain · Kevin Jamieson · Tanner Fiez · Lillian Ratliff,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15587,East Exhibition Hall B + C,Bandit Algorithms
SIC-MMAB: Synchronisation Involves Communication in Multiplayer Multi-Armed Bandits,Etienne Boursier · Vianney Perchet,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15587,East Exhibition Hall B + C,Bandit Algorithms
Are sample means in multi-armed bandits positively or negatively biased? ,Jaehyeok Shin · Aaditya Ramdas · Alessandro Rinaldo,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15587,East Exhibition Hall B + C,Bandit Algorithms
Classification-by-Components: Probabilistic Modeling of Reasoning over a Set of Components,Sascha Saralajew · Lars Holdijk · Maike Rees · Ebubekir Asan · Thomas Villmann,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15588,East Exhibition Hall B + C,Classification
Multilabel reductions: what is my loss optimising?,Aditya Menon · Ankit Singh Rawat · Sashank Reddi · Sanjiv Kumar,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15588,East Exhibition Hall B + C,Classification
Optimal Sparse Decision Trees,Xiyang Hu · Cynthia Rudin · Margo Seltzer,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15588,East Exhibition Hall B + C,Classification
 Markov Random Fields for Collaborative Filtering,Harald Steck,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15589,East Exhibition Hall B + C,Collaborative Filtering
Regularized Weighted Low Rank Approximation,Frank Ban · David Woodruff · Richard Zhang,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15589,East Exhibition Hall B + C,Collaborative Filtering
Adaptive Cross-Modal Few-shot Learning,Chen Xing · Negar Rostamzadeh · Boris Oreshkin · Pedro O. Pinheiro,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15590,East Exhibition Hall B + C,Few-Shot Learning
Cross Attention Network for Few-shot Classification,Ruibing Hou · Hong Chang · Bingpeng MA · Shiguang Shan · Xilin Chen,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15590,East Exhibition Hall B + C,Few-Shot Learning
Incremental Few-Shot Learning with Attention Attractor Networks,Mengye Ren · Renjie Liao · Ethan Fetaya · Richard Zemel,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15590,East Exhibition Hall B + C,Few-Shot Learning
Learning to Self-Train for Semi-Supervised Few-Shot Classification,Xinzhe Li · Qianru Sun · Yaoyao Liu · Qin Zhou · Shibao Zheng · Tat-Seng Chua · Bernt Schiele,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15590,East Exhibition Hall B + C,Few-Shot Learning
Meta-Reinforced Synthetic Data for One-Shot Fine-Grained Visual Recognition,Satoshi Tsutsui · Yanwei Fu · David Crandall,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15590,East Exhibition Hall B + C,Few-Shot Learning
Transductive Zero-Shot Learning with Visual Structure Constraint,Ziyu Wan · Dongdong Chen · Yan Li · Xingguang Yan · Junge Zhang · Yizhou Yu · Jing Liao,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15590,East Exhibition Hall B + C,Few-Shot Learning
Unsupervised Meta-Learning for Few-Shot Image Classification,Siavash Khodadadeh · Ladislau Boloni · Mubarak Shah,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15590,East Exhibition Hall B + C,Few-Shot Learning
Zero-shot Learning via Simultaneous Generating and Learning,Hyeonwoo Yu · Beomhee Lee,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15590,East Exhibition Hall B + C,Few-Shot Learning
Efficient Meta Learning via Minibatch Proximal Update,Pan Zhou · Xiaotong Yuan · Huan Xu · Shuicheng Yan · Jiashi Feng,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15591,East Exhibition Hall B + C,Meta-Learning
Fast and Flexible Multi-Task Classification using Conditional Neural Adaptive Processes,James Requeima · Jonathan Gordon · John Bronskill · Sebastian Nowozin · Richard Turner,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15591,East Exhibition Hall B + C,Meta-Learning
Learning to Learn By Self-Critique,Antreas Antoniou · Amos Storkey,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15591,East Exhibition Hall B + C,Meta-Learning
MetaInit: Initializing learning by learning to initialize,Yann Dauphin · Samuel Schoenholz,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15591,East Exhibition Hall B + C,Meta-Learning
Metalearned Neural Memory,Tsendsuren Munkhdalai · Alessandro Sordoni · TONG WANG · Adam Trischler,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15591,East Exhibition Hall B + C,Meta-Learning
Multimodal Model-Agnostic Meta-Learning via Task-Aware Modulation,Risto Vuorio · Shao-Hua Sun · Hexiang Hu · Joseph Lim,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15591,East Exhibition Hall B + C,Meta-Learning
Neural Relational Inference with Fast Modular Meta-learning,Ferran Alet · Erica Weng · Tomás Lozano-Pérez · Leslie Kaelbling,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15591,East Exhibition Hall B + C,Meta-Learning
Online-Within-Online Meta-Learning,Giulia Denevi · Dimitris Stamos · Carlo Ciliberto · Massimiliano Pontil,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15591,East Exhibition Hall B + C,Meta-Learning
Learning to Optimize in Swarms,Yue Cao · Tianlong Chen · Zhangyang Wang · Yang Shen,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15591,East Exhibition Hall B + C,Meta-Learning
Unsupervised Curricula for Visual Meta-Reinforcement Learning,Allan Jabri · Kyle Hsu · Abhishek Gupta · Ben Eysenbach · Sergey Levine · Chelsea Finn,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15591,East Exhibition Hall B + C,Meta-Learning
Curvilinear Distance Metric Learning,Shuo Chen · Lei Luo · Jian Yang · Chen Gong · Jun Li · Heng Huang,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15592,East Exhibition Hall B + C,Metric Learning
Fast Low-rank Metric Learning for Large-scale and High-dimensional Data,Han Liu · Zhizhong Han · Yu-Shen Liu · Ming Gu,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15592,East Exhibition Hall B + C,Metric Learning
Metric Learning for Adversarial Robustness,Chengzhi Mao · Ziyuan Zhong · Junfeng Yang · Carl Vondrick · Baishakhi Ray,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15592,East Exhibition Hall B + C,Metric Learning
Catastrophic Forgetting Meets Negative Transfer: Batch Spectral Shrinkage for Safe Transfer Learning,Xinyang Chen · Sinan Wang · Bo Fu · Mingsheng Long · Jianmin Wang,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15593,East Exhibition Hall B + C,Multitask and Transfer Learning
Continual Unsupervised Representation Learning,Dushyant Rao · Francesco Visin · Andrei Rusu · Razvan Pascanu · Yee Whye Teh · Raia Hadsell,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15593,East Exhibition Hall B + C,Multitask and Transfer Learning
Gradient based sample selection for online continual learning ,Rahaf Aljundi · Min Lin · Baptiste Goujaud · Yoshua Bengio,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15593,East Exhibition Hall B + C,Multitask and Transfer Learning
Learning New Tricks From Old Dogs: Multi-Source Transfer Learning From Pre-Trained Networks,Joshua Lee · Prasanna Sattigeri · Gregory Wornell,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15593,East Exhibition Hall B + C,Multitask and Transfer Learning
Learning Sample-Specific Models with Low-Rank Personalized Regression,Ben Lengerich · Bryon Aragam · Eric Xing,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15593,East Exhibition Hall B + C,Multitask and Transfer Learning
MCP: Learning Composable Hierarchical Control with Multiplicative Compositional Policies,Xue Bin Peng · Michael Chang · Grace Zhang · Pieter Abbeel · Sergey Levine,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15593,East Exhibition Hall B + C,Multitask and Transfer Learning
Transfer Anomaly Detection by Inferring Latent Domain Representations,Atsutoshi Kumagai · Tomoharu Iwata · Yasuhiro Fujiwara,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15593,East Exhibition Hall B + C,Multitask and Transfer Learning
Transferable Normalization: Towards Improving Transferability of Deep Neural Networks,Ximei Wang · Ying Jin · Mingsheng Long · Jianmin Wang · Michael Jordan,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15593,East Exhibition Hall B + C,Multitask and Transfer Learning
Uncertainty-based Continual Learning with Adaptive Regularization,Hongjoon Ahn · Sungmin Cha · Donggyu Lee · Taesup Moon,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15593,East Exhibition Hall B + C,Multitask and Transfer Learning
Bandits with Feedback Graphs and Switching Costs,Raman Arora · Teodor Vanislavov Marinov · Mehryar Mohri,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15594,East Exhibition Hall B + C,Online Learning
Batched Multi-armed Bandits Problem,Zijun Gao · Yanjun Han · Zhimei Ren · Zhengqing Zhou,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15594,East Exhibition Hall B + C,Online Learning
Beyond Online Balanced Descent: An Optimal Algorithm for Smoothed Online Optimization,Gautam Goel · Yiheng Lin · Haoyuan Sun · Adam Wierman,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15594,East Exhibition Hall B + C,Online Learning
Equipping Experts/Bandits with Long-term Memory,Kai Zheng · Haipeng Luo · Ilias Diakonikolas · Liwei Wang,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15594,East Exhibition Hall B + C,Online Learning
Large Scale Markov Decision Processes with Changing Rewards,Adrian Rivera Cardoso · He Wang · Huan Xu,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15594,East Exhibition Hall B + C,Online Learning
Online Learning via the Differential Privacy Lens,Jacob Abernethy · Young Hun Jung · Chansoo Lee · Audra McMillan · Ambuj Tewari,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15594,East Exhibition Hall B + C,Online Learning
Online Normalization for Training Neural Networks,Vitaliy Chiley · Ilya Sharapov · Atli Kosson · Urs Koster · Ryan Reece · Sofia Samaniego de la Fuente · Vishal Subbiah · Michael James,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15594,East Exhibition Hall B + C,Online Learning
Online Prediction of Switching Graph Labelings with Cluster Specialists,Mark Herbster · James Robinson,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15594,East Exhibition Hall B + C,Online Learning
Secretary Ranking with Minimal Inversions,Sepehr Assadi · Eric Balkanski · Renato Leme,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15594,East Exhibition Hall B + C,Online Learning
Learning Mixtures of Plackett-Luce Models from Structured Partial Orders,Zhibing Zhao · Lirong Xia,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15595,East Exhibition Hall B + C,Ranking and Preference Learning
On Sample Complexity Upper and Lower Bounds for Exact Ranking from Noisy Comparisons,Wenbo Ren · Jia (Kevin) Liu · Ness Shroff,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15595,East Exhibition Hall B + C,Ranking and Preference Learning
Selecting Optimal Decisions via Distributionally Robust Nearest-Neighbor Regression,Ruidi Chen · Ioannis Paschalidis,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15595,East Exhibition Hall B + C,Ranking and Preference Learning
A Flexible Generative Framework for Graph-based Semi-supervised Learning,Jiaqi Ma · Weijing Tang · Ji Zhu · Qiaozhu Mei,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15596,East Exhibition Hall B + C,Relational Learning
