title,author,category,event_type,time,link,location,sub_category
Deep Multimodal Multilinear Fusion with High-order Polynomial Pooling,Ming Hou · Jiajia Tang · Jianhai Zhang · Wanzeng Kong · Qibin Zhao,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15596,East Exhibition Hall B + C,Relational Learning
Diffusion Improves Graph Learning,Johannes Klicpera · Stefan Weißenberger · Stephan Günnemann,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15596,East Exhibition Hall B + C,Relational Learning
Graph Neural Tangent Kernel: Fusing Graph Neural Networks with Graph Kernels,Simon Du · Kangcheng Hou · Russ Salakhutdinov · Barnabas Poczos · Ruosong Wang · Keyulu Xu,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15596,East Exhibition Hall B + C,Relational Learning
Hyperbolic Graph Convolutional Neural Networks,Ines Chami · Zhitao Ying · Christopher Ré · Jure Leskovec,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15596,East Exhibition Hall B + C,Relational Learning
Hyperbolic Graph Neural Networks,Qi Liu · Maximilian Nickel · Douwe Kiela,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15596,East Exhibition Hall B + C,Relational Learning
Implicitly learning to reason in first-order logic,Vaishak Belle · Brendan Juba,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15596,East Exhibition Hall B + C,Relational Learning
Learning Disentangled Representations for Recommendation,Jianxin Ma · Chang Zhou · Peng Cui · Hongxia Yang · Wenwu Zhu,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15596,East Exhibition Hall B + C,Relational Learning
Multi-relational Poincaré Graph Embeddings,Ivana Balazevic · Carl Allen · Timothy Hospedales,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15596,East Exhibition Hall B + C,Relational Learning
On the equivalence between graph isomorphism testing and function approximation with GNNs,Zhengdao Chen · Soledad Villar · Lei Chen · Joan Bruna,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15596,East Exhibition Hall B + C,Relational Learning
Probabilistic Logic Neural Networks for Reasoning,Meng Qu · Jian Tang,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15596,East Exhibition Hall B + C,Relational Learning
A Unifying Framework for Spectrum-Preserving Graph Sparsification and Coarsening,Gecia Bravo Hermsdorff · Lee Gunderson,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15597,East Exhibition Hall B + C,Spectral Methods
Learning Deterministic Weighted Automata with Queries and Counterexamples,Gail Weiss · Yoav Goldberg · Eran Yahav,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15597,East Exhibition Hall B + C,Spectral Methods
Revisiting the Bethe-Hessian: Improved Community Detection in Sparse Heterogeneous Graphs,Lorenzo Dall'Amico · Romain Couillet · Nicolas Tremblay,Algorithms,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15597,East Exhibition Hall B + C,Spectral Methods
Blow: a single-scale hyperconditioned flow for non-parallel raw-audio voice conversion,Joan Serrà · Santiago Pascual · Carlos Segura Perales,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15598,East Exhibition Hall B + C,Audio and Speech Processing
DeepWave: A Recurrent Neural-Network for Real-Time Acoustic Imaging,Matthieu SIMEONI · Sepand Kashani · Paul Hurley · Martin Vetterli,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15598,East Exhibition Hall B + C,Audio and Speech Processing
"FastSpeech: Fast, Robust and Controllable Text to Speech",Yi Ren · Yangjun Ruan · Xu Tan · Tao Qin · Sheng Zhao · Zhou Zhao · Tie-Yan Liu,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15598,East Exhibition Hall B + C,Audio and Speech Processing
MelGAN: Generative Adversarial Networks for Conditional Waveform Synthesis,Kundan Kumar · Rithesh Kumar · Thibault de Boissiere · Lucas Gestin · Wei Zhen Teoh · Jose Sotelo · Alexandre de Brébisson · Yoshua Bengio · Aaron Courville,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15598,East Exhibition Hall B + C,Audio and Speech Processing
Adaptive GNN for Image Analysis and Editing,Lingyu Liang · LianWen Jin · Yong Xu,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Few-shot Video-to-Video Synthesis,Ting-Chun Wang · Ming-Yu Liu · Andrew Tao · Guilin Liu · Bryan Catanzaro · Jan Kautz,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Arbicon-Net: Arbitrary Continuous Geometric Transformation Networks for Image Registration,Jianchun Chen · Lingjing Wang · Xiang Li · Yi Fang,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Image Synthesis with a Single (Robust) Classifier,Shibani Santurkar · Andrew Ilyas · Dimitris Tsipras · Logan Engstrom · Brandon Tran · Aleksander Madry,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Correlated Uncertainty for Learning Dense Correspondences from Noisy Labels,Natalia Neverova · David Novotny · Andrea Vedaldi,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Deep RGB-D Canonical Correlation Analysis For Sparse Depth Completion,Yiqi Zhong · Cho-Ying Wu · Suya You · Ulrich Neumann,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Drill-down: Interactive Retrieval of Complex Scenes using Natural Language Queries,Fuwen Tan · Paola Cascante-Bonilla · Xiaoxiao Guo · Hui Wu · Song Feng · Vicente Ordonez,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Dual Adversarial Semantics-Consistent Network for Generalized Zero-Shot Learning,Jian Ni · Shanghang Zhang · Haiyong Xie,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Guided Similarity Separation for Image Retrieval,Chundi Liu · Guangwei Yu · Maksims Volkovs · Cheng Chang · Himanshu Rai · Junwei Ma · Satya Krishna Gorti,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Incremental Scene Synthesis,Benjamin Planche · Xuejian Rong · Ziyan Wu · Srikrishna Karanam · Harald Kosch · YingLi Tian · Jan Ernst · ANDREAS HUTTER,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Multi-mapping Image-to-Image Translation via Learning Disentanglement,Xiaoming Yu · Yuanqi Chen · Shan Liu · Thomas Li · Ge Li,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Neural Diffusion Distance for Image Segmentation,Jian Sun · Zongben Xu,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Predicting the Politics of an Image Using Webly Supervised Data,Christopher Thomas · Adriana Kovashka,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Domes to Drones: Self-Supervised Active Triangulation for 3D Human Pose Reconstruction,Aleksis Pirinen · Erik Gärtner · Cristian Sminchisescu,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Cross-Modal Learning with Adversarial Samples,CHAO LI · Shangqian Gao · Cheng Deng · De Xie · Wei Liu,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15599,East Exhibition Hall B + C,Information Retrieval
Möbius Transformation for Fast Inner Product Search on Graph,Zhixin Zhou · Shulong Tan · Zhaozhuo Xu · Ping Li,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15599,East Exhibition Hall B + C,Information Retrieval
Rand-NSG: Fast Accurate Billion-point Nearest Neighbor Search on a Single Node,Suhas Jayaram Subramanya · Fnu Devvrit · Harsha Vardhan Simhadri · Ravishankar Krishnawamy · Rohan  Kadekodi,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15599,East Exhibition Hall B + C,Information Retrieval
Crowdsourcing via Pairwise Co-occurrences: Identifiability and Algorithms,Shahana Ibrahim · Xiao Fu · Nikolaos Kargas · Kejun Huang,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15600,East Exhibition Hall B + C,Matrix and Tensor Factorization
Expressive power of tensor-network factorizations for probabilistic modeling,Ivan Glasser · Ryan Sweke · Nicola Pancotti · Jens Eisert · Ignacio Cirac,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15600,East Exhibition Hall B + C,Matrix and Tensor Factorization
Factor Group-Sparse Regularization for Efficient Low-Rank Matrix Recovery,Jicong Fan · Lijun Ding · Yudong Chen · Madeleine Udell,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15600,East Exhibition Hall B + C,Matrix and Tensor Factorization
Multiway clustering via tensor block models  ,Miaoyan Wang · Yuchen Zeng,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15600,East Exhibition Hall B + C,Matrix and Tensor Factorization
Singleshot : a scalable Tucker tensor decomposition,Abraham Traore · Maxime Berar · Alain Rakotomamonjy,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15600,East Exhibition Hall B + C,Matrix and Tensor Factorization
SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems,Alex Wang · Yada Pruksachatkun · Nikita Nangia · Amanpreet Singh · Julian Michael · Felix Hill · Omer Levy · Samuel Bowman,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15601,East Exhibition Hall B + C,Natural Language Processing
A Tensorized Transformer for Language Modeling,Xindian Ma · Peng Zhang · Shuai Zhang · Nan Duan · Yuexian Hou · Ming Zhou · Dawei Song,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15601,East Exhibition Hall B + C,Natural Language Processing
AttentionXML: Label Tree-based Attention-Aware Deep Model for High-Performance Extreme Multi-Label Text Classification,Ronghui You · Zihan Zhang · Ziye Wang · Suyang Dai · Hiroshi Mamitsuka · Shanfeng Zhu,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15601,East Exhibition Hall B + C,Natural Language Processing
Comparing Unsupervised Word Translation Methods Step by Step,Mareike Hartmann · Yova  Kementchedjhieva · Anders Søgaard,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15601,East Exhibition Hall B + C,Natural Language Processing
Glyce: Glyph-vectors for Chinese Character Representations,Yuxian Meng · Wei Wu · Fei Wang · Xiaoya Li · Ping Nie · Fan Yin · Muyu Li · Qinghong  Han · Yuxian Meng · Jiwei Li,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15601,East Exhibition Hall B + C,Natural Language Processing
Hierarchical Optimal Transport for Document Representation,Mikhail Yurochkin · Sebastian Claici · Edward Chien · Farzaneh Mirzazadeh · Justin M Solomon,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15601,East Exhibition Hall B + C,Natural Language Processing
Improving Textual Network Learning with Variational Homophilic Embeddings,Wenlin Wang · Chenyang Tao · Zhe Gan · Guoyin Wang · Liqun Chen · Xinyuan Zhang · Ruiyi Zhang · Qian Yang · Ricardo Henao · Lawrence Carin,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15601,East Exhibition Hall B + C,Natural Language Processing
Mixtape: Breaking the Softmax Bottleneck Efficiently,Zhilin Yang · Thang Luong · Russ Salakhutdinov · Quoc V Le,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15601,East Exhibition Hall B + C,Natural Language Processing
Ouroboros: On Accelerating Training of Transformer-Based Language Models,Qian Yang · Zhouyuan Huo · Wenlin Wang · Lawrence Carin,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15601,East Exhibition Hall B + C,Natural Language Processing
Fast Structured Decoding for Sequence Models,Zhiqing Sun · Zhuohan Li · Haoqing Wang · Di He · Zi Lin · Zhihong Deng,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15601,East Exhibition Hall B + C,Natural Language Processing
Data-driven Estimation of Sinusoid Frequencies,Gautier Izacard · Sreyas Mohan · Carlos Fernandez-Granda,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15602,East Exhibition Hall B + C,Signal Processing
Distribution Learning of a Random Spatial Field with a Location-Unaware Mobile Sensor,Meera Pai · Animesh Kumar,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15602,East Exhibition Hall B + C,Signal Processing
Don't take it lightly: Phasing optical random projections with unknown operators,Sidharth Gupta · Remi Gribonval · Laurent Daudet · Ivan Dokmanić,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15602,East Exhibition Hall B + C,Signal Processing
Connective Cognition Network for Directional Visual Commonsense Reasoning,Aming Wu · Linchao Zhu · Yahong Han · Yi Yang,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15603,East Exhibition Hall B + C,Visual Question Answering
Heterogeneous Graph Learning for Visual Commonsense Reasoning,Weijiang Yu · Jingwen Zhou · Weihao Yu · Xiaodan Liang · Nong Xiao,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15603,East Exhibition Hall B + C,Visual Question Answering
Learning Dynamics of Attention: Human Prior for Interpretable Machine Reasoning,Wonjae Kim · Yoonho Lee,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15603,East Exhibition Hall B + C,Visual Question Answering
RUBi: Reducing Unimodal Biases for Visual Question Answering,Remi Cadene · Corentin Dancette · Hedi Ben younes · Matthieu Cord · Devi Parikh,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15603,East Exhibition Hall B + C,Visual Question Answering
Self-Critical Reasoning for Robust Visual Question Answering,Jialin Wu · Raymond Mooney,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15603,East Exhibition Hall B + C,Visual Question Answering
Variational Structured Semantic Inference for Diverse Image Captioning,Fuhai Chen · Rongrong Ji · Jiayi Ji · Xiaoshuai Sun · Baochang Zhang · Xuri Ge · Yongjian Wu · Feiyue Huang · Yan Wang,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15603,East Exhibition Hall B + C,Visual Question Answering
ViLBERT: Pretraining Task-Agnostic Visiolinguistic Representations for Vision-and-Language Tasks,Jiasen Lu · Dhruv Batra · Devi Parikh · Stefan Lee,Applications,Poster,Wed Dec 11th 05:00  -- 07:00 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15603,East Exhibition Hall B + C,Visual Question Answering
